med,med_class,super_class,pharm class,theraputic class,route
cvs nicotine,nicotine,nicotine,psychotherapeutic and neurological agents,central nervous system drugs,
cvs nicotinelacrilex,nicotine,,psychotherapeutic and neurological agents,central nervous system drugs,
dalfampridine,aminopyridine,ms_drug,psychotherapeutic and neurological agents,central nervous system drugs,
dalfampridine er,aminopyridine,,psychotherapeutic and neurological agents,central nervous system drugs,
deutetrabenazine,deutetrabenazine,chorea_med,psychotherapeutic and neurological agents,central nervous system drugs,
dextromethorphan-quinidine,dextromethorphan-quinidine,dextromethorphan-quinidine,psychotherapeutic and neurological agents,central nervous system drugs,
dimethyl fumarate,dimethyl fumarate,dimethyl fumarate,psychotherapeutic and neurological agents,central nervous system drugs,
disulfiram,disulfiram,disulfiram,psychotherapeutic and neurological agents,central nervous system drugs,
donepezil hcl,cholinesterase_inhibitor,,psychotherapeutic and neurological agents,central nervous system drugs,
fingolimod hcl,fingolimod hcl,immunomodulator,psychotherapeutic and neurological agents,central nervous system drugs,
fluoxetine hcl (pmdd),ssri,,psychotherapeutic and neurological agents,central nervous system drugs,
gabapentin (once-daily),gabaergic,,psychotherapeutic and neurological agents,central nervous system drugs,
gabapentin enacarbil,gabaergic,,psychotherapeutic and neurological agents,central nervous system drugs,
galantamine hydrobromide,cholinesterase_inhibitor,,psychotherapeutic and neurological agents,central nervous system drugs,
galantamine hydrobromide er,cholinesterase_inhibitor,,psychotherapeutic and neurological agents,central nervous system drugs,
glatiramer acetate,immunomodulator,,psychotherapeutic and neurological agents,central nervous system drugs,
hm nicotinelacrilex,nicotine,nicotine,psychotherapeutic and neurological agents,central nervous system drugs,
horizant,gabaergic,,psychotherapeutic and neurological agents,central nervous system drugs,
ingrezza,valbenzine,valbenzine,psychotherapeutic and neurological agents,central nervous system drugs,
interferon beta-1a,immunomodulator,,psychotherapeutic and neurological agents,central nervous system drugs,
mayzent,sphingosine receptor modulator,immunomodulator,psychotherapeutic and neurological agents,central nervous system drugs,
memantine hcl,cholinesterase_inhibitor,,psychotherapeutic and neurological agents,central nervous system drugs,
memantine hcl er,cholinesterase_inhibitor,,psychotherapeutic and neurological agents,central nervous system drugs,
memantine hcl-donepezil hcl,cholinesterase_inhibitor,,psychotherapeutic and neurological agents,central nervous system drugs,
milnacipran hcl,snri,,psychotherapeutic and neurological agents,central nervous system drugs,
namzaric,cholinesterase_inhibitor,,psychotherapeutic and neurological agents,central nervous system drugs,
nicotine polacrilex,nicotine,nicotine,psychotherapeutic and neurological agents,central nervous system drugs,
nuedexta,dextromethorphan-quinidine,,psychotherapeutic and neurological agents,central nervous system drugs,
ocrevus,immunomodulator,immunomodulator,psychotherapeutic and neurological agents,central nervous system drugs,
pimozide,pimozide,antipsychotic,psychotherapeutic and neurological agents,central nervous system drugs,
rebif,inteferon beta,immunomodulator,psychotherapeutic and neurological agents,central nervous system drugs,
rivastigmine,cholinesterase_inhibitor,,psychotherapeutic and neurological agents,central nervous system drugs,
rivastigmine tartrate,cholinesterase_inhibitor,,psychotherapeutic and neurological agents,central nervous system drugs,
savella,snri,,psychotherapeutic and neurological agents,central nervous system drugs,
siponimod fumarate,sphingosine receptor modulator,immunomodulator,psychotherapeutic and neurological agents,central nervous system drugs,
teriflunomide,antimetabolite,immunomodulator,psychotherapeutic and neurological agents,central nervous system drugs,
tetrabenazine,tetrabenazine,chorea med,psychotherapeutic and neurological agents,central nervous system drugs,
valbenazine tosylate,valbenzine,valbenzine,psychotherapeutic and neurological agents,central nervous system drugs,
varenicline tartrate,ndri,varenicline tartrate,psychotherapeutic and neurological agents,central nervous system drugs,
doxycycline hyclate,tetracycline,antibiotic,tetracyclines,anti-infective agents,
doxycycline monohydrate,tetracycline,antibiotic,tetracyclines,anti-infective agents,
minocycline hcl,tetracycline,antibiotic,tetracyclines,anti-infective agents,
levothyroxine,levothyroxin,levothyroxin,thyroid,endocrine & metabolic drugs,
levothyroxine sodium,levothyroxin,levothyroxin,thyroid,endocrine & metabolic drugs,
levoxyl,levothyroxin,levothyroxin,thyroid,endocrine & metabolic drugs,
synthroid,levothyroxin,levothyroxin,thyroid,endocrine & metabolic drugs,
methimazole,methimazole,antithyroid,thyroid,endocrine & metabolic drugs,
armour thyroid,thyroxin,thyroxin,thyroid,endocrine & metabolic drugs,
liothyronine sodium,thyroxin,thyroxin,thyroid,endocrine & metabolic drugs,
propylthiouracil,propylthiouracil,propylthiouracil,thyroid,endocrine & metabolic drugs,
thyroid,thyroxin,thyroxin,thyroid,endocrine & metabolic drugs,
tirosint,thyroxin,thyroxin,thyroid,endocrine & metabolic drugs,
chlordiazepoxide-clidinium,benzodiazepine,anxiolytic,ulcer drugs,gastrointestinal agents,
zantac,h2 blocker,gerd/ulcer med,ulcer drugs,gastrointestinal agents,
prilosec,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
prilosec otc,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
protonix,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
carafate,sucralfate,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
cimetidine,h2 blocker,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
dexilant,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
dexlansoprazole,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
dicyclomine hcl,antispasmodic,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
esomeprazole magnesium,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
famotidine,h2 blocker,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
famotidine-ca carb-mag hydrox,h2 blocker,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
first-omeprazole,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
glycopyrrolate,anticholinergic,anticholinergic,ulcer drugs,gastrointestinal agents,
hyoscyamine,antispasmodic,ibs med,ulcer drugs,gastrointestinal agents,
hyoscyamine sulfate,antispasmodic,ibs med,ulcer drugs,gastrointestinal agents,
hyoscyamine sulfate er,antispasmodic,ibs med,ulcer drugs,gastrointestinal agents,
hyoscyamine sulfate sl,antispasmodic,ibs med,ulcer drugs,gastrointestinal agents,
lansoprazole,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
misoprostol,prostaglandn analog,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
nexium,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
nizatidine,h2 blocker,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
omeprazole,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
omeprazole magnesium,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
omeprazole-sodium bicarbonate,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
pantoprazole sodium,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
pb-hyoscy-atropine-scopolamine,anticholinergic,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
pepcid,h2 blocker,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
phenohytro,antispasmodic,ibs med,ulcer drugs,gastrointestinal agents,
prevacid,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
propantheline bromide,antispasmodic,ibs med,ulcer drugs,gastrointestinal agents,
rabeprazole sodium,ppi,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
ranitidine hcl,h2 blocker,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
sucralfate,sucralfate,gerd / ulcer med,ulcer drugs,gastrointestinal agents,
methenamine hippurate,methenamine,urinary anti-infectives,urinary anti-infectives,genitourinary products,
methenamine mandelate,methenamine,urinary anti-infectives,urinary anti-infectives,genitourinary products,
nitrofurantoin macrocrystal,antibiotic-uti,antibiotic-uti,urinary anti-infectives,genitourinary products,
nitrofurantoin monohyd macro,antibiotic-uti,antibiotic-uti,urinary anti-infectives,genitourinary products,
tolterodine tartrate,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
tolterodine tartrate er,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
trospium chloride,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
trospium chloride er,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
bethanechol chloride,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
darifenacin hydrobromide,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
darifenacin hydrobromide er,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
fesoterodine fumarate,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
fesoterodine fumarate er,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
mirabegron,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
mirabegron er,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
myrbetriq,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
oxybutynin chloride,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
oxybutynin chloride er,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
solifenacin succinate,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
toviaz,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
vesicare,urinary antispasmodics,genitourinary products,urinary antispasmodics,genitourinary products,
fluzone high-dose,vaccines,biological,vaccines,biological,
hepatitis b vac recombinant,vaccines,biological,vaccines,biological,
influenza vac split high-dose,vaccines,biological,vaccines,biological,
progesterone,progestins,contraceptive,vaginal products,genitourinary products,
"estrogens, conjugated",progestins,contraceptive,vaginal products,genitourinary products,
